IF	IID	genotype	X	Y
209	5	1	1.29703199191392	0
214	1	0	1.50909243368381	0
214	2	0	-1.13822045411234	0
214	3	0	5.1483138247672	1
214	4	0	5.67922886794125	0
214	5	0	3.34705222538025	1
218	1	1	3.6501136433455	1
218	2	1	7.52763791365144	1
218	3	1	2.64741682874174	0
218	4	1	0.461166738036537	0
218	5	1	1.55383740701359	0
227	1	1	4.7445206766929	0
227	2	2	5.87441640717566	1
227	3	2	2.45655725602474	0
227	4	1	4.70228427677712	1
227	5	2	6.27314233940245	0
233	1	0	2.46311702848865	1
233	2	2	4.08475455413884	0
233	3	1	0.316910032073446	0
233	4	2	-1.75578912413513	0
233	5	1	3.79129468796524	1
236	1	1	2.69884207922781	0
236	2	1	3.1658839346796	0
236	3	1	8.96653416304012	1
236	4	1	5.68272919883994	1
236	5	2	3.8870572215519	0
243	1	0	2.69565132712447	0
243	2	0	7.67256152552341	1
243	3	0	9.25240488496324	1
243	4	0	5.22036627710621	0
243	5	0	5.33942985477827	1
244	1	0	1.90953150053755	0
244	2	0	3.96530383364661	0
244	3	0	7.21678634319716	1
244	4	0	5.81858560672348	1
244	5	0	4.06248866505475	0
245	1	1	1.18384550566381	0
245	2	1	7.77323588555536	1
245	3	0	-1.59685992824166	0
245	4	1	8.62633636615984	1
245	5	1	2.3528178904968	0
247	1	1	8.28140043035882	0
247	2	1	6.0542169984716	1
247	3	1	6.10755937756945	0
247	4	1	7.1957288682163	0
247	5	1	9.61218216416656	1
251	1	2	6.9219960388033	1
251	2	0	8.25664387159451	1
251	3	0	6.14853045528578	0
251	4	2	2.75010978732198	0
251	5	2	3.14201942799176	0
252	1	1	4.70747970905613	0
252	2	0	6.24118738989834	0
252	3	1	4.88246624100131	1
252	4	0	5.86611319765563	0
252	5	0	10.8452697682472	1
254	1	1	2.87876069952448	1
254	2	0	5.09896392294696	0
254	3	0	1.45627346463937	0
254	4	0	7.77209487687009	0
254	5	0	5.55634018116239	1
266	1	1	5.86208364301699	0
266	2	1	5.04895725925532	1
266	3	1	11.4441428461697	1
266	4	1	8.3902937597938	1
266	5	1	3.69784120388249	1
268	1	0	9.98276714295281	1
268	2	0	1.61943453120899	0
268	3	0	2.87782869543947	0
268	4	0	8.5778184909769	1
268	5	0	3.51955445819893	0
270	1	1	2.53121171208178	0
270	2	1	3.57293513820043	1
270	3	0	0.662549103818644	1
270	4	0	0.859120069796272	0
270	5	1	-0.403955741580035	0
276	1	0	7.66663191324293	0
276	2	1	8.77390161897589	0
276	3	1	8.95049367524204	1
276	4	1	5.29469430855512	0
276	5	1	5.10628266811176	1
277	1	1	0.980042068215987	0
277	2	0	7.57070000143706	1
277	3	2	8.25031768928008	1
277	4	1	4.55050212649143	1
277	5	1	8.0883051188392	1
280	1	0	5.58406802641675	0
280	2	0	2.85295082815599	1
280	3	0	1.4605736142448	0
280	4	0	3.62097741906005	0
280	5	0	5.94520344794349	1
281	1	2	7.1520005417906	1
281	2	2	6.38934728632625	1
281	3	2	2.3307871385765	0
281	4	2	3.39893956398206	0
281	5	2	7.70599260245866	0
288	1	0	3.72898387549306	1
288	2	0	7.79511494327424	1
288	3	0	10.3261018004317	1
288	4	0	3.87264897294753	0
288	5	0	3.13437629842905	0
289	1	0	4.96473841527243	1
289	2	0	-0.227264535096575	0
289	3	1	0.677127988579195	0
289	4	0	3.58197239094571	1
289	5	1	6.73225909287181	0
299	1	1	1.48759117006237	0
299	2	2	6.82686376642297	1
299	3	1	4.42014927735235	1
299	4	1	8.64518032932872	0
299	5	1	2.70898707343902	0
300	1	0	-0.521911006464779	0
300	2	1	4.33685082816984	1
300	3	1	3.7426426070091	0
300	4	1	4.813630631389	0
300	5	0	6.71187394637241	1
302	1	1	6.40546002191307	1
302	2	0	8.53922833635038	1
302	3	1	2.6562278153435	0
302	4	0	8.24952966916705	0
302	5	0	3.49370959987444	0
305	1	1	9.26271935895008	0
305	2	1	6.08149681308448	1
305	3	1	4.14398602089958	1
305	4	0	0.437000843050661	0
305	5	0	5.70222791660881	0
308	1	0	5.12169556636185	0
308	2	1	4.87805229587735	1
308	3	1	6.97999036955141	1
308	4	1	8.16787162945408	1
308	5	2	0.768625862401369	0
315	1	2	2.17301183536092	0
315	2	1	4.6607730943197	0
315	3	1	8.00078545211913	1
315	4	1	8.67544580794018	1
315	5	0	6.70320935891191	1
320	1	0	4.04503200829535	0
320	2	0	5.10499721216075	1
320	3	0	5.35385793601188	1
320	4	0	-0.0512192600064667	0
320	5	0	-4.48824105813263	0
324	1	0	10.2289260176193	1
324	2	0	3.98122295913742	0
324	3	0	6.41241061626006	1
324	4	0	2.8359861506814	1
324	5	0	4.07377153457049	0
329	1	0	4.98956031786068	0
329	2	1	5.34060915851039	1
329	3	0	7.85165212381399	1
329	4	0	3.73251782529851	1
329	5	0	7.97645994982317	1
332	1	1	7.18821685096882	1
332	2	1	6.12048052964037	0
332	3	0	6.82778458526367	0
332	4	0	6.24955128899363	1
332	5	1	4.46744424777374	1
335	1	0	7.78306657322374	1
335	2	0	5.12713779024375	0
335	3	0	6.19155089720643	0
335	4	0	5.90162475960114	1
335	5	0	5.41026715142561	1
336	1	1	7.50755289090531	1
336	2	0	6.13614281057944	1
336	3	0	7.96574573106576	1
336	4	1	2.53385763596383	0
336	5	1	-0.46244065909049	0
340	1	0	3.12792768740594	0
340	2	0	7.60704808156558	1
340	3	0	-0.0988281308864787	0
340	4	0	7.22712515911693	1
340	5	0	3.23993430824424	0
342	1	1	3.56776523633815	0
342	2	1	6.00936438169937	1
342	3	0	5.2939869520535	0
342	4	0	8.17540689853034	1
342	5	1	2.93107861643069	1
344	1	0	9.02902461154139	0
344	2	0	7.49615942532807	1
344	3	0	8.50920239671106	0
344	4	0	6.66863759277979	1
344	5	1	3.29656644690996	0
